train,valid
0.07722311705106595,0.04414405387181502
0.028601271772115935,0.025660281284497335
0.0173974036407031,0.019308857404841825
0.014422361632106735,0.023206988922678508
0.014795487899272168,0.02034271494127237
0.014066714808711262,0.018334263792404763
0.012623365457001769,0.01513181490680346
0.012309980899339816,0.015222493630762283
0.012133128734946739,0.017072961737330142
0.011815823248175324,0.01774159575311037
0.011827333540212913,0.015067560813174797
0.012081959239039266,0.014024312536303814
0.011590857585495124,0.01950880097082028
0.011719419590395982,0.014784631032783251
0.011267926070655956,0.015401979979987327
0.01106063701731504,0.015161074124849759
0.011087223124064382,0.015335667950029556
0.010668344505619808,0.015942845206994277
0.010655276263590719,0.0172885895635073
0.010432417916714168,0.016116763106905498
0.010084581889639625,0.015463491901755333
0.010023553428224852,0.0180583568289876
0.010022706481948739,0.017078806789448626
0.009842484510030414,0.01725293330561656
0.009901946257860934,0.01778230658517434
0.009825484590513295,0.017416639396777518
0.00945754014871648,0.015501043472725611
0.009318358806862694,0.01656499268630376
0.00895499561714833,0.016384864655824807
0.008998677951329555,0.015299676630932551
0.008715997037828946,0.016551034095195625
0.00869402232137127,0.016963329596015122
0.008604824520097892,0.01773030597430009
0.008337302278483012,0.016240494397397224
0.008081254182902516,0.015166689785054097
0.008427569177001715,0.014864515656462083
0.008032545859574294,0.014376662599925812
0.007667059903262091,0.015944924635382798
0.008017076385497559,0.014495800034357952
0.007559818704230863,0.01602450657922488
0.0073564195486365775,0.019036238439954244
0.007164541044135074,0.016761622606561735
0.007068396408538349,0.01649141304481488
0.00705050720573693,0.01711335269590983
0.00681208643573718,0.016960515855596617
0.006584482397273427,0.01715732029137703
0.0066356703211538125,0.016453987417312767
0.006216253123444612,0.016695920019768752
0.005954524586129872,0.016711504556811772
0.005750408754913045,0.017445198618448697
0.005511024279794732,0.015447800979018211
0.005337925169800148,0.01680903430455006
0.005174340153509965,0.017120694526686117
0.005134669025657607,0.01577266355833182
0.004910519984016409,0.016007756957641013
0.004654514446824056,0.016672018270653028
0.004505092850657272,0.016044617343980532
0.004356327859806965,0.015311339798455056
0.004159035069532082,0.016085584791233905
0.004034247673040286,0.015377260816211883
0.003960508410437185,0.015219614984324345
0.003857584983171498,0.015990780308269538
0.0037339534877692576,0.014856297737703873
0.0036169187448247047,0.014886678912891792
0.0035877143506143913,0.016570484552245874
0.003492680027103815,0.014732787815424113
0.003346440714371742,0.014524261825359784
0.003256675336876365,0.015192465498470344
0.003160150343796513,0.015180669080179472
0.0031195287211019484,0.014763239842767898
0.003098485915020841,0.01574212771195632
0.003058520283122532,0.013813939017172042
0.0031168580581968437,0.01657127495855093
0.003061232443318748,0.01441747473122982
0.0029459634383560205,0.014609190563742932
0.00287087226561347,0.014812794585640613
0.002870729544245806,0.015268192913096685
0.00278775407703685,0.014986889580121407
0.002816600263210349,0.0159843170728821
0.0026352907164541423,0.014810398435936524
0.002577855805179379,0.014062252110586716
0.00259033719566269,0.014736033402956449
0.002501734685091699,0.01537586204134501
0.002470644209991957,0.014647246768268255
0.0025357473717971903,0.014302000833245425
0.002595022383726156,0.014601374188294778
0.0024526605619209223,0.015756365914757434
0.002405812114584031,0.015133330455193153
0.002393402080967656,0.015189091101861917
0.0023393262460156055,0.014893468111180343
0.002277154815154242,0.014078462639680276
0.0022354060039687595,0.014783836972828094
0.0021706505327439697,0.01458810599377522
0.0021074569238288725,0.014852509977152714
0.0021436518787207905,0.014694921815624604
0.0021906700672306976,0.014760144413090669
0.002100754966272316,0.013930662606771175
0.001967982702018296,0.014297631139365526
0.0019258954581331277,0.014342477115300985
0.0019970235059831717,0.013929255020159941
0.002176078013526123,0.013711884402884887
0.0020205384544020547,0.014715436917658035
0.0018826391582270382,0.013668190043133039
0.0019016905714467657,0.01398944603995635
0.0019803951250114402,0.013939702381881384
0.002047164088924278,0.01437599634608397
0.0019964008042436155,0.014007658339463748
0.0018908325048377279,0.014695371859348737
0.0018006880408855247,0.013854753226041794
0.001711455981063916,0.01479934392353663
0.0016952748028714148,0.014202288925074615
0.001641759374102608,0.014031233337636177
0.0016186448371373727,0.014222551423769731
0.001670146425880614,0.014232005422505049
0.001688847677079869,0.014391467906534672
0.0017782133778740392,0.013814328023447441
0.0017258137670635688,0.013986742195601646
0.001696549680419877,0.013827819950305499
0.001683285902635973,0.014007991323104272
0.0016631456740872294,0.013361401569384795
0.001694781497716293,0.014202889843055835
0.001659917425684875,0.013598591805650638
0.001582743825207724,0.014197208345509492
0.0014778325547937488,0.014312777954798479
0.001541688402763522,0.014274605191670932
0.001479578666297383,0.01375874962944251
0.001529405500403926,0.014306855674546499
0.0015579963515161492,0.013961748936428474
0.001489519124438406,0.014285743093261352
0.0015759568501141717,0.014578347094357014
0.0015751500404058178,0.01347897767734069
0.0014862975288854271,0.01458650383238609
0.0014142251791066079,0.014576410229962606
0.001367992089801758,0.014351161196827888
0.0014159620556308597,0.01388986430202539
0.0013456543741488189,0.014464746587551557
0.001337437174802066,0.01364278313345634
0.0013431693679179812,0.013957968913018703
0.0014566448860664348,0.01375610245248446
0.0014056077162109193,0.013805128920536775
0.0013416428882323328,0.014136581466748165
0.0013701292365545133,0.014154590021532316
0.0012926408833992041,0.014210736092466574
0.0012878807992521735,0.013763582835403772
0.0012832035894551482,0.014227302171863042
0.001305947339803469,0.014514511379484948
0.0012955859925628441,0.014015935504665742
0.0013996779510262803,0.01434263615654065
0.001332571581158726,0.014182376532027354
0.0012856036268144113,0.013986742123961449
0.001307159211853,0.013785346339528378
0.001349620221442253,0.013934558185820397
0.001292465390164222,0.0139631495023003
0.0011945671504974122,0.01393803022801876
0.0011878412858140274,0.014627712850387279
0.0012091014602939125,0.014143723707932692
0.001164929877363573,0.013821247965097427
0.0011277191854295794,0.013772525251484834
0.0011290955179767896,0.01341717654409317
0.001137214020032008,0.013643672689795494
0.0012027560313400186,0.014232109658993207
0.0012132306754986037,0.013662024401128292
0.0012540376180263815,0.014122254215180874
0.001189197108271669,0.014025872573256493
0.0011682886006234244,0.013905706815421581
0.0011074644738625064,0.014198535766739111
0.0010662250245585428,0.013675787056294771
0.0010895382395380588,0.013794396000985917
0.0010998416768356425,0.014089457045954008
0.0010748875859865278,0.013963350166495029
0.0010836230978354445,0.014537056191609455
0.001122246674819254,0.014082147739827633
0.0011325186790257203,0.014147148969081732
0.0011188103435713736,0.013873204875450868
0.001093284613414683,0.014390442090538831
0.001139941708314553,0.015401717203740891
0.0011111033525027824,0.01424869873489325
0.0010345386556868794,0.014098595899458114
0.0010129831059545768,0.014733033183102425
0.0009986299050010008,0.014142591506242752
0.0009812008175372955,0.014078624331607269
0.0010243565250630871,0.01399896272386496
0.0010342547912379635,0.013631016445847658
0.0010613019303342358,0.014151343072836216
0.0010551569160822108,0.014673703708327733
0.0010491918102593818,0.014142637212689105
0.000987655427841256,0.01429847076248664
0.0009731094593365417,0.014275421746648274
0.0009849561353549971,0.01494670293938655
0.0010016296577991031,0.014420014161330003
0.001004057799916348,0.014177285134792328
0.0010240178204095755,0.014162224645798024
0.0010542734163492674,0.014238857950728673
0.0009504854908121414,0.01404171659109684
0.0009361672163635614,0.014247630794460956
0.0009545978563303342,0.013947511736590128
0.0009347977198767247,0.014888246901906453
0.0009681011386001941,0.01415538709037579
0.0009182232229771917,0.014666289377671022
0.0009453962900538425,0.013846219517290592
0.0009589849190679608,0.014334007882728027
0.0009507729717698253,0.013673727114040118
0.0009324996117655126,0.014006058040719766
0.0009114907083071036,0.013834275663472138
0.0009941274164717829,0.014601707673416687
0.0009981958571531368,0.014054429359160937
0.0009478651679914872,0.014052447433081957
0.0009524522465653718,0.014491107171544662
0.001002651006632225,0.013981685185661683
0.0010001892949164403,0.013781918284411613
0.0009500416831617228,0.014003123228366558
0.000915806317801175,0.01398227636057597
0.0009454844641636629,0.013681316175139867
0.0008778247846763764,0.014758367807819294
0.0008656400242499763,0.013981306495574804
0.0008613538983674934,0.01464832595621164
0.0008884417885517488,0.014167303434358193
0.0008498903585323056,0.014108505028371628
0.000856250581774311,0.014346746871104607
0.0008569288937771907,0.014092517013733204
0.0008651230333479823,0.014503195308721982
0.0008508625972756474,0.013734424558396522
0.0008351920720296683,0.014379792990019688
0.0008558810547330096,0.014263952365861489
0.0008301274816612484,0.013907372593306579
0.0008563385965287319,0.01404830075513858
0.0008560786974143054,0.014136273055695571
0.0008583459172962752,0.014583518728613853
0.0008602197936613907,0.014210059665716611
0.0008348189580605411,0.014300600912135381
0.0008349535589823958,0.014053774639390983
0.0008294587472041489,0.014353626336042698
0.0008129860240141632,0.013751102038300954
0.0008212506454285296,0.014698186960931007
0.0008131704573733274,0.014140199225109357
0.000823508311620318,0.01463659150669208
0.0008057730079659062,0.014268898548415074
0.00081328642707257,0.014160747568194684
0.0008239435169418327,0.014353902795566963
0.0008259573588758462,0.013939046874069251
0.0008080852051937311,0.014271874983723346
0.0008195248417189864,0.014490825768846732
0.0008430817378226851,0.013646798996398082
0.0009375767072387894,0.014624267243421994
0.000886640374044903,0.013687451011859454
0.0008362980156785762,0.014170432176727515
0.0007900187381176797,0.014631066471338272
0.000785003477310548,0.014763250946998596
0.0007823596767638428,0.014349972614302086
0.0008182878964809609,0.014223948622552248
0.0008183056431379719,0.014551634327150308
0.0008199822718705066,0.014464193740143226
0.0007904064860652949,0.014168431194355855
0.0007583989149157996,0.014366173257048313
0.000756859215411556,0.01422738699385753
0.0007756303988213911,0.014139000254754838
0.0007891797071292264,0.014590938503925618
0.0007978645410984144,0.01456462018764936
0.0007545750924065464,0.014441749654137172
0.0007399417656534886,0.014306462656420011
0.000747328856959939,0.01422456601777902
0.0007385706326725786,0.014131647463028248
0.0007169702744920601,0.014346791574588189
0.0007317155985100592,0.014740729059737463
0.000729715082313499,0.01449336469746553
0.0007040044063793831,0.014189953700854229
0.0007171202269688127,0.014369661203370644
0.0007469435432376188,0.014195821033074306
0.0007575066639950163,0.014222587816990338
0.0007706740880614054,0.014738872145804075
0.0007620574706081362,0.013958676359974422
0.0008005660120779496,0.014950996121534934
0.0007726040222208764,0.014280514146846075
0.0007773913924017402,0.01473056897521019
0.0007804458518130857,0.014486156189097809
0.0007556775397789038,0.014109187759459019
0.0007105755293360132,0.014537218241737438
0.0007122356805293898,0.01475060860124918
0.0007110034901893042,0.014508542246543445
0.000723319982186143,0.014188513303032288
0.0007107636908481478,0.014644781629053446
0.0006979342777144592,0.01457728180461205
0.0007164990414911118,0.014470179135409685
0.0007338278161621363,0.014627980999648571
0.0007290397140915033,0.014433497419724097
0.0006915922171711067,0.01462321549367446
0.0006610305119137906,0.01490510763743749
0.0006635885525372674,0.014437960317501655
0.0006951356390643803,0.014296665501136046
0.0007088154728035824,0.01446732233923215
0.0006919685306531362,0.014569326662100278
0.0007017586574904987,0.014599192386063246
0.0006703949680353408,0.014509335733377017
0.000719286619731393,0.014401455839666037
0.0007176228930608782,0.013976479593950968
0.0006929525416573417,0.014671680302574085
0.0006808551790795792,0.014873161195562435
0.0006886009999062316,0.014483806175681261
0.0006685026045354297,0.01445691968099429
0.0007294179751446135,0.013960032867124448
0.0007211470358134782,0.014453088005001728
